IdentityID,CanonicalName,DOBApprox,LinkedAccusedIDs,ResolutionConfidence,ResolutionMethod
2571,Xiti Dalal,,"18303,21454",0.89,fuzzy_name_district
2572,Parth Nayar,,"18306,19788",0.9,fuzzy_name_district
2573,Harrison Chandran,,"18307,20162",0.98,fuzzy_name_district
2574,Nicholas Lala,,18315,0.91,fuzzy_name_district
2575,Aahana Keer,,"18319,23069",0.91,fuzzy_name_district
2576,Chatresh Anne,,18320,0.94,fuzzy_name_district
2577,Ishwar Gaba,,18323,0.89,fuzzy_name_district
2578,Harrison Din,,18332,0.83,fuzzy_name_district
2579,Sai Soni,,18335,0.91,fuzzy_name_district
2580,Sarthak Naik,,18344,0.85,fuzzy_name_district
2581,Urishilla Thaker,,18367,0.88,fuzzy_name_district
2582,Om Sathe,,"18378,23582",0.87,fuzzy_name_district
2583,Charan Srinivas,,18383,0.85,fuzzy_name_district
2584,Bahadurjit Bath,,18384,0.89,fuzzy_name_district
2585,Noah Sundaram,,18389,0.91,fuzzy_name_district
2586,Praneel Kar,,18393,0.87,fuzzy_name_district
2587,Pranit Banerjee,,18394,0.98,fuzzy_name_district
2588,Indrajit Deshpande,,18412,0.96,fuzzy_name_district
2589,Zayyan Bava,,18427,0.89,fuzzy_name_district
2590,Nathaniel Goyal,,18429,0.86,fuzzy_name_district
2591,Ishaan Kari,,18432,0.83,fuzzy_name_district
2592,Lohit Buch,,18435,0.96,fuzzy_name_district
2593,Jatin Walla,,18447,0.87,fuzzy_name_district
2594,Wridesh Rout,,18453,0.84,fuzzy_name_district
2595,Nihal Bath,,18458,0.84,fuzzy_name_district
2596,Max Nigam,,"18463,19579",0.97,fuzzy_name_district
2597,Charvi Palla,,18470,0.93,fuzzy_name_district
2598,Warjas Pillay,,18473,0.94,fuzzy_name_district
2599,Devika Randhawa,,18485,0.84,fuzzy_name_district
2600,Christopher Nagarajan,,"18488,20629",0.97,fuzzy_name_district
2601,Zayyan Sampath,,18489,0.87,fuzzy_name_district
2602,Wriddhish Parikh,,18522,0.97,fuzzy_name_district
2603,Anirudh Shanker,,"18523,18548",0.85,fuzzy_name_district
2604,Jacob Konda,,18539,0.93,fuzzy_name_district
2605,Anirudh Venkataraman,,18549,0.87,fuzzy_name_district
2606,Anay Dhawan,,18560,0.88,fuzzy_name_district
2607,Daksh Anne,,"18564,22349",0.97,fuzzy_name_district
2608,Dipta Sampath,,18571,0.86,fuzzy_name_district
2609,Qarin Dhar,,18581,0.84,fuzzy_name_district
2610,Alexander Shanker,,18583,0.86,fuzzy_name_district
2611,Anay Ratti,,"18593,19158",0.94,fuzzy_name_district
2612,Benjamin Murthy,,18600,0.96,fuzzy_name_district
2613,Krishna Kade,,18603,0.85,fuzzy_name_district
2614,Ekbal Kapadia,,18610,0.98,fuzzy_name_district
2615,Oni Mander,,18627,0.97,fuzzy_name_district
2616,Isaiah Rau,,"18628,21389",0.87,fuzzy_name_district
2617,Patrick Bal,,18632,0.88,fuzzy_name_district
2618,Luke Kaul,,18636,0.87,fuzzy_name_district
2619,Vincent Borde,,18638,0.86,fuzzy_name_district
2620,Christopher Shroff,,18640,0.96,fuzzy_name_district
2621,Yash Arora,,18652,0.9,fuzzy_name_district
2622,Balveer Uppal,,18664,0.9,fuzzy_name_district
2623,Hemani Kara,,18665,0.94,fuzzy_name_district
2624,Isaiah Kanda,,"18669,22305",0.87,fuzzy_name_district
2625,Niharika Rastogi,,18670,0.86,fuzzy_name_district
2626,Aadi Soman,,"18677,20988",0.82,fuzzy_name_district
2627,Alexander Dhingra,,18689,0.88,fuzzy_name_district
2628,Avni Toor,,"18711,19343",0.96,fuzzy_name_district
2629,Liam Raval,,18716,0.91,fuzzy_name_district
2630,Yug Srinivasan,,18717,0.87,fuzzy_name_district
2631,Kashish Bhatt,,18720,0.87,fuzzy_name_district
2632,Victor Narang,,18729,0.82,fuzzy_name_district
2633,Mason Morar,,18731,0.93,fuzzy_name_district
2634,Matthew Chandran,,18742,0.95,fuzzy_name_district
2635,Varenya Dasgupta,,18746,0.92,fuzzy_name_district
2636,Chaitanya Krishna,,18751,0.89,fuzzy_name_district
2637,Arin Bhattacharyya,,18763,0.97,fuzzy_name_district
2638,Geetika Bath,,18773,0.86,fuzzy_name_district
2639,Bhavini Golla,,18782,0.98,fuzzy_name_district
2640,Qabil Banerjee,,"18801,19180",0.93,fuzzy_name_district
2641,Aarav Nazareth,,18806,0.84,fuzzy_name_district
2642,Jonathan Loyal,,18807,0.89,fuzzy_name_district
2643,Yug Bandi,,18811,0.95,fuzzy_name_district
2644,Patrick Goda,,"18815,22314",0.96,fuzzy_name_district
2645,Aarav Dhillon,,18816,0.94,fuzzy_name_district
2646,Naksh Uppal,,18826,0.95,fuzzy_name_district
2647,Balvan Chokshi,,18829,0.83,fuzzy_name_district
2648,Chanakya Desai,,18831,0.98,fuzzy_name_district
2649,Faris Gandhi,,18833,0.93,fuzzy_name_district
2650,Orinder Bora,,"18835,22232",0.91,fuzzy_name_district
2651,Chakradev Pandya,,18843,0.92,fuzzy_name_district
2652,Gagan Gandhi,,"18850,20274",0.91,fuzzy_name_district
2653,Hredhaan Yogi,,18854,0.88,fuzzy_name_district
2654,Oliver Boase,,18860,0.99,fuzzy_name_district
2655,Abeer Kala,,18873,0.85,fuzzy_name_district
2656,Tanmayi Chhabra,,18876,0.85,fuzzy_name_district
2657,Indrajit Lall,,"18879,23846",0.83,fuzzy_name_district
2658,Amrita Rajagopal,,18880,0.88,fuzzy_name_district
2659,Harish Guha,,18885,0.92,fuzzy_name_district
2660,Sai Ratta,,18907,0.93,fuzzy_name_district
2661,Qasim Bera,,18910,0.96,fuzzy_name_district
2662,Ekavir Kulkarni,,18912,0.84,fuzzy_name_district
2663,Reyansh Shere,,"18913,22700",0.85,fuzzy_name_district
2664,Timothy Basak,,18915,0.87,fuzzy_name_district
2665,Vivaan Chatterjee,,18921,0.98,fuzzy_name_district
2666,Fariq Kadakia,,18928,0.9,fuzzy_name_district
2667,Vivaan Walla,,18929,0.97,fuzzy_name_district
2668,Dalaja Sangha,,18951,0.96,fuzzy_name_district
2669,Oliver Lalla,,18956,0.92,fuzzy_name_district
2670,Ekalinga Raman,,18965,0.94,fuzzy_name_district
2671,Rajata Ram,,18979,0.84,fuzzy_name_district
2672,Ishwar Garg,,18992,0.86,fuzzy_name_district
2673,Harsh Chacko,,"19003,22879",0.83,fuzzy_name_district
2674,Ayaan Majumdar,,19012,0.83,fuzzy_name_district
2675,Henry Narula,,19015,0.93,fuzzy_name_district
2676,Ronith Borah,,19027,0.84,fuzzy_name_district
2677,Yatin Sahota,,19040,0.95,fuzzy_name_district
2678,Mekhala Kale,,19042,0.89,fuzzy_name_district
2679,Rehaan Gola,,19043,0.84,fuzzy_name_district
2680,Jackson Barad,,19045,0.99,fuzzy_name_district
2681,Kai Swamy,,19049,0.99,fuzzy_name_district
2682,Viraj Master,,19055,0.99,fuzzy_name_district
2683,Ati Rattan,,19061,0.95,fuzzy_name_district
2684,Ladli Dave,,19065,0.88,fuzzy_name_district
2685,Qasim Goda,,19073,0.87,fuzzy_name_district
2686,Lipika Chahal,,"19076,19933",0.95,fuzzy_name_district
2687,Sudiksha Mann,,"19091,21117",0.99,fuzzy_name_district
2688,Nakul Khurana,,"19095,19614",0.96,fuzzy_name_district
2689,Aarnav Madan,,"19100,21467",0.86,fuzzy_name_district
2690,Onveer Dada,,19102,0.96,fuzzy_name_district
2691,Garima Subramaniam,,"19103,19130",0.99,fuzzy_name_district
2692,Frederick Dewan,,19105,0.85,fuzzy_name_district
2693,Kalpit Raja,,"19147,19257",0.91,fuzzy_name_district
2694,Abhimanyu Rajagopal,,19171,0.99,fuzzy_name_district
2695,Logan Keer,,19176,0.87,fuzzy_name_district
2696,Dakshesh Saran,,"19182,24538",0.85,fuzzy_name_district
2697,Pratyush D’Alia,,19183,0.86,fuzzy_name_district
2698,Ikshita Bassi,,19185,0.94,fuzzy_name_district
2699,Kai Bhagat,,"19187,20434",0.83,fuzzy_name_district
2700,Anmol Nayar,,19191,0.87,fuzzy_name_district
2701,Arin Sachdev,,19195,0.87,fuzzy_name_district
2702,Umang Naidu,,19200,0.95,fuzzy_name_district
2703,Frederick Saxena,,19206,0.91,fuzzy_name_district
2704,Qasim Vohra,,19209,0.83,fuzzy_name_district
2705,Yuvraj Tripathi,,19212,0.86,fuzzy_name_district
2706,Samarth Buch,,19214,0.96,fuzzy_name_district
2707,Balhaar Sastry,,19220,0.86,fuzzy_name_district
2708,Harsh Om,,19222,0.87,fuzzy_name_district
2709,Warjas Pai,,19242,0.95,fuzzy_name_district
2710,Warinder Kibe,,19253,0.92,fuzzy_name_district
2711,Meghana Wable,,19254,0.88,fuzzy_name_district
2712,Amol Subramanian,,"19259,21315",0.87,fuzzy_name_district
2713,Naveen Parekh,,19281,0.82,fuzzy_name_district
2714,Balendra Nigam,,19284,0.86,fuzzy_name_district
2715,Viraj Goyal,,19294,0.95,fuzzy_name_district
2716,Maya Arya,,19307,0.85,fuzzy_name_district
2717,Dipta Hayer,,19323,0.9,fuzzy_name_district
2718,Indrajit Kata,,19325,0.88,fuzzy_name_district
2719,Jack Apte,,19329,0.99,fuzzy_name_district
2720,Samuel Divan,,19333,0.98,fuzzy_name_district
2721,Eshana Manne,,19334,0.95,fuzzy_name_district
2722,Neel Sawhney,,19336,0.92,fuzzy_name_district
2723,Yashawini Kashyap,,"19341,20883",0.91,fuzzy_name_district
2724,Guneet Datta,,19347,0.84,fuzzy_name_district
2725,Nicholas Munshi,,19352,0.93,fuzzy_name_district
2726,Vanya Kanda,,19353,0.87,fuzzy_name_district
2727,Rayaan Menon,,19354,0.9,fuzzy_name_district
2728,Advaith Taneja,,19355,0.85,fuzzy_name_district
2729,Gavin Master,,19368,0.84,fuzzy_name_district
2730,Benjamin Sridhar,,19369,0.93,fuzzy_name_district
2731,Anthony Prabhu,,19378,0.83,fuzzy_name_district
2732,Lohit Mammen,,19398,0.82,fuzzy_name_district
2733,Ayushman Mand,,19406,0.89,fuzzy_name_district
2734,Qarin Menon,,19425,0.99,fuzzy_name_district
2735,Ayushman Mahajan,,19437,0.98,fuzzy_name_district
2736,Dhruv Dua,,19440,0.98,fuzzy_name_district
2737,David Kanda,,"19442,21383",0.96,fuzzy_name_district
2738,Daniel Chaudhary,,19456,0.96,fuzzy_name_district
2739,Nathaniel Mukherjee,,19459,0.85,fuzzy_name_district
2740,Manan Hari,,"19461,22076",0.99,fuzzy_name_district
2741,Baljiwan Vyas,,19468,0.84,fuzzy_name_district
2742,Samesh Saxena,,19472,0.96,fuzzy_name_district
2743,Oliver Peri,,19474,0.86,fuzzy_name_district
2744,Kevin Singhal,,19478,0.91,fuzzy_name_district
2745,Jhalak Dalal,,19479,0.9,fuzzy_name_district
2746,Daksh Master,,19495,0.95,fuzzy_name_district
2747,Brijesh Gara,,19496,0.84,fuzzy_name_district
2748,Vihaan Ganesan,,19497,0.86,fuzzy_name_district
2749,Yashica Jhaveri,,19515,0.93,fuzzy_name_district
2750,Riya Ratti,,19524,0.84,fuzzy_name_district
2751,Gabriel Dugar,,"19532,22627",0.92,fuzzy_name_district
2752,Ayushman Sani,,"19546,23914",0.9,fuzzy_name_district
2753,Edhitha Chanda,,19566,0.87,fuzzy_name_district
2754,Oscar Ray,,19568,0.85,fuzzy_name_district
2755,Onveer Savant,,19570,0.98,fuzzy_name_district
2756,Laksh Mukherjee,,19587,0.87,fuzzy_name_district
2757,Falan Lata,,19595,0.87,fuzzy_name_district
2758,Ekapad Gopal,,"19608,23922",0.91,fuzzy_name_district
2759,Krishna Narayan,,"19620,24755",0.93,fuzzy_name_district
2760,Jatin Das,,19621,0.86,fuzzy_name_district
2761,Shivansh Morar,,19645,0.95,fuzzy_name_district
2762,Abeer Narayanan,,19646,0.82,fuzzy_name_district
2763,Jeremiah Bumb,,19647,0.94,fuzzy_name_district
2764,Jatin Agrawal,,19649,0.83,fuzzy_name_district
2765,Aayush Chacko,,19650,0.9,fuzzy_name_district
2766,Lohit Shukla,,"19653,20300",0.83,fuzzy_name_district
2767,Vasatika Sandal,,"19663,23805",0.9,fuzzy_name_district
2768,Tejas Kata,,19669,0.97,fuzzy_name_district
2769,Onveer Ghosh,,19675,0.85,fuzzy_name_district
2770,Guneet Tata,,19687,0.88,fuzzy_name_district
2771,Faraj Pandit,,19689,0.93,fuzzy_name_district
2772,Gaurang Misra,,"19692,22864",0.95,fuzzy_name_district
2773,Ekbal Mander,,19698,0.88,fuzzy_name_district
2774,Ladli Narula,,19706,0.97,fuzzy_name_district
2775,Fitan Dutta,,19709,0.89,fuzzy_name_district
2776,Teerth Oommen,,19712,0.86,fuzzy_name_district
2777,David Narayanan,,19713,0.88,fuzzy_name_district
2778,Urmi Oak,,19728,0.97,fuzzy_name_district
2779,Arya Jhaveri,,19729,0.96,fuzzy_name_district
2780,Chatresh Oza,,19742,0.89,fuzzy_name_district
2781,Ayushman Gulati,,19743,0.99,fuzzy_name_district
2782,Lila Bains,,19744,0.86,fuzzy_name_district
2783,Azaan Murty,,19745,0.99,fuzzy_name_district
2784,Saumya Mann,,19752,0.85,fuzzy_name_district
2785,Azaan Jhaveri,,19760,0.86,fuzzy_name_district
2786,Owen Bal,,19765,0.99,fuzzy_name_district
2787,Oviya Buch,,19769,0.83,fuzzy_name_district
2788,Rishi Murty,,19780,0.97,fuzzy_name_district
2789,Arjun Korpal,,19790,0.92,fuzzy_name_district
2790,Michael Divan,,19791,0.94,fuzzy_name_district
2791,Lajita Konda,,"19814,19911",0.96,fuzzy_name_district
2792,Vidhi Sangha,,"19820,22677",0.95,fuzzy_name_district
2793,Viraj Dara,,19834,0.97,fuzzy_name_district
2794,Rachit Vora,,19849,0.99,fuzzy_name_district
2795,Neel Keer,,"19856,22747",0.82,fuzzy_name_district
2796,Tanay Dutta,,19859,0.94,fuzzy_name_district
2797,Om Raj,,19863,0.92,fuzzy_name_district
2798,Veer Sagar,,19865,0.91,fuzzy_name_district
2799,Patrick Rout,,19868,0.94,fuzzy_name_district
2800,Banjeet Yadav,,19871,0.87,fuzzy_name_district
2801,Ikshita Wali,,19875,0.97,fuzzy_name_district
2802,Manbir Agate,,19880,0.93,fuzzy_name_district
2803,Hritik Sami,,19881,0.84,fuzzy_name_district
2804,Chakradev Chakraborty,,19883,0.97,fuzzy_name_district
2805,Balveer Sura,,19887,0.95,fuzzy_name_district
2806,Imaran Kade,,19912,0.84,fuzzy_name_district
2807,Henry Saini,,19936,0.93,fuzzy_name_district
2808,Timothy Warrior,,19937,0.84,fuzzy_name_district
2809,Ekansh Sehgal,,19938,0.83,fuzzy_name_district
2810,Banjeet Bhatia,,19943,0.96,fuzzy_name_district
2811,Lucky Dara,,"19945,22625",0.98,fuzzy_name_district
2812,Hamsini Mohanty,,19956,0.94,fuzzy_name_district
2813,Yuvraj Gera,,19959,0.98,fuzzy_name_district
2814,Shaurya Bhatti,,19961,0.85,fuzzy_name_district
2815,Indrajit Sur,,19962,0.91,fuzzy_name_district
2816,Manbir Balasubramanian,,19989,0.98,fuzzy_name_district
2817,Vivaan Mammen,,19994,0.85,fuzzy_name_district
2818,Zayyan Goel,,20000,0.95,fuzzy_name_district
2819,Zayan Rao,,20006,0.88,fuzzy_name_district
2820,Balvan Deo,,20018,0.85,fuzzy_name_district
2821,Guneet Patla,,20028,0.98,fuzzy_name_district
2822,Aarav Dar,,20042,0.83,fuzzy_name_district
2823,Azad Bhardwaj,,"20044,21682",0.83,fuzzy_name_district
2824,Pushti Bala,,"20057,22988",0.92,fuzzy_name_district
2825,Kalpit Bava,,20068,0.97,fuzzy_name_district
2826,Yatin Rout,,20072,0.95,fuzzy_name_district
2827,Jason Prashad,,20074,0.9,fuzzy_name_district
2828,Aryan Ghose,,20079,0.93,fuzzy_name_district
2829,Tanveer Vyas,,20101,0.9,fuzzy_name_district
2830,Parth Oza,,20119,0.89,fuzzy_name_district
2831,Lila Sabharwal,,20122,0.83,fuzzy_name_district
2832,Peter Kala,,20129,0.91,fuzzy_name_district
2833,Girindra Bhatia,,20131,0.9,fuzzy_name_district
2834,Reyansh Ahuja,,20135,0.89,fuzzy_name_district
2835,Reyansh Mammen,,20137,0.83,fuzzy_name_district
2836,Ekaraj Sethi,,20141,0.97,fuzzy_name_district
2837,Om Shetty,,20153,0.9,fuzzy_name_district
2838,Jhalak Nayar,,20158,0.94,fuzzy_name_district
2839,Yachana Gulati,,20166,0.89,fuzzy_name_district
2840,Gagan Cheema,,20177,0.89,fuzzy_name_district
2841,Wyatt Zacharia,,20178,0.92,fuzzy_name_district
2842,Krishna Varma,,20191,0.91,fuzzy_name_district
2843,Upkaar Ganesh,,20194,0.97,fuzzy_name_district
2844,Gaurang Mittal,,20195,0.92,fuzzy_name_district
2845,Yuvraj Bora,,20196,0.98,fuzzy_name_district
2846,Joshua Sarma,,20224,0.92,fuzzy_name_district
2847,Ekapad Sarna,,20227,0.88,fuzzy_name_district
2848,Qabil Bir,,20231,0.84,fuzzy_name_district
2849,Aarna Tank,,20233,0.98,fuzzy_name_district
2850,Rehaan Radhakrishnan,,"20240,20618,24498",0.94,fuzzy_name_district
2851,David Thaker,,20244,0.83,fuzzy_name_district
2852,Banjeet Dhawan,,"20249,20734",0.88,fuzzy_name_district
2853,Janani Gokhale,,"20253,24514",0.91,fuzzy_name_district
2854,Elijah Prabhu,,20255,0.85,fuzzy_name_district
2855,Jack Maharaj,,20260,0.87,fuzzy_name_district
2856,Lohit Raval,,20270,0.87,fuzzy_name_district
2857,Amol Bath,,20289,0.88,fuzzy_name_district
2858,Robert Tella,,20290,0.91,fuzzy_name_district
2859,Onveer Thaman,,20291,0.84,fuzzy_name_district
2860,Baljiwan Buch,,20322,0.9,fuzzy_name_district
2861,Rishi Vora,,20333,0.85,fuzzy_name_district
2862,Arjun Suresh,,20339,0.85,fuzzy_name_district
2863,Zansi Warrior,,20341,0.92,fuzzy_name_district
2864,Ekavir Singhal,,20357,0.98,fuzzy_name_district
2865,Victor Acharya,,20361,0.97,fuzzy_name_district
2866,Gopal Ratta,,20388,0.93,fuzzy_name_district
2867,Matthew Sridhar,,20396,0.91,fuzzy_name_district
2868,Fitan Biswas,,20398,0.98,fuzzy_name_district
2869,Kai Sani,,20406,0.85,fuzzy_name_district
2870,Faras Mukhopadhyay,,20423,0.89,fuzzy_name_district
2871,Barkha Bumb,,20426,0.82,fuzzy_name_district
2872,Unnati Lal,,20438,0.93,fuzzy_name_district
2873,Caleb Soni,,20448,0.88,fuzzy_name_district
2874,Rohan Sahni,,20460,0.87,fuzzy_name_district
2875,Aadi Bala,,20468,0.94,fuzzy_name_district
2876,Ishwar Dar,,20478,0.95,fuzzy_name_district
2877,Rachit Batra,,20480,0.93,fuzzy_name_district
2878,Henry Chacko,,20485,0.84,fuzzy_name_district
2879,Quincy Mital,,20507,0.9,fuzzy_name_district
2880,Gopal Bassi,,20510,0.82,fuzzy_name_district
2881,Lucky Thaker,,20512,0.84,fuzzy_name_district
2882,Advika Sankar,,20527,0.83,fuzzy_name_district
2883,Champak Chowdhury,,"20532,24510",0.91,fuzzy_name_district
2884,Simon Sekhon,,20537,0.9,fuzzy_name_district
2885,Jeremiah Sarkar,,20541,0.96,fuzzy_name_district
2886,Ayaan Shankar,,20542,0.88,fuzzy_name_district
2887,Matthew Dixit,,20555,0.92,fuzzy_name_district
2888,Balendra Kata,,20561,0.88,fuzzy_name_district
2889,Lavanya Varughese,,20563,0.85,fuzzy_name_district
2890,Timothy Madan,,20566,0.97,fuzzy_name_district
2891,Yatin Kapadia,,"20583,23143",0.87,fuzzy_name_district
2892,Onveer Baral,,20591,0.86,fuzzy_name_district
2893,Elijah Deo,,"20615,23641",0.98,fuzzy_name_district
2894,Dakshesh Gandhi,,20619,0.9,fuzzy_name_district
2895,Nathaniel Narayan,,20624,0.96,fuzzy_name_district
2896,Jackson Savant,,20631,0.9,fuzzy_name_district
2897,Qabil Zacharia,,20647,0.89,fuzzy_name_district
2898,Mason Pingle,,"20653,23979",0.84,fuzzy_name_district
2899,Faraj Karpe,,20655,0.83,fuzzy_name_district
2900,Girish Sandhu,,20656,0.95,fuzzy_name_district
2901,Rachita Sankaran,,20668,0.83,fuzzy_name_district
2902,Qabil Upadhyay,,20669,0.97,fuzzy_name_district
2903,Lakshit Pingle,,20674,0.96,fuzzy_name_district
2904,Maanas Savant,,20677,0.86,fuzzy_name_district
2905,Jeremiah Sengupta,,20678,0.91,fuzzy_name_district
2906,Balveer Kara,,20683,0.86,fuzzy_name_district
2907,Elijah Tata,,20684,0.91,fuzzy_name_district
2908,Omkaar Patil,,20686,0.89,fuzzy_name_district
2909,Balendra Jain,,20700,0.99,fuzzy_name_district
2910,Gagan Varghese,,20716,0.85,fuzzy_name_district
2911,Chaitanya Chaudhary,,20718,0.84,fuzzy_name_district
2912,Mahika Saini,,20728,0.84,fuzzy_name_district
2913,Nitesh Parekh,,"20736,24644",0.95,fuzzy_name_district
2914,Sanya Chakraborty,,20743,0.92,fuzzy_name_district
2915,Dakshesh Tank,,20748,0.93,fuzzy_name_district
2916,Aarav Raghavan,,20760,0.92,fuzzy_name_district
2917,Daksh Zacharia,,20762,0.86,fuzzy_name_district
2918,Aarush Bala,,"20763,23388",0.86,fuzzy_name_district
2919,Pushti Venkatesh,,20768,0.86,fuzzy_name_district
2920,Rudra Saraf,,20771,0.92,fuzzy_name_district
2921,Ekantika Chander,,20774,0.92,fuzzy_name_district
2922,Bahadurjit Dugar,,20778,0.9,fuzzy_name_district
2923,Rehaan Sawhney,,20789,0.82,fuzzy_name_district
2924,Aarush Dube,,20795,0.84,fuzzy_name_district
2925,Zaitra Sachdev,,20797,0.92,fuzzy_name_district
2926,Megha Vig,,20805,0.84,fuzzy_name_district
2927,Vivaan Seshadri,,20812,0.97,fuzzy_name_district
2928,Pratyush Bhatia,,20819,0.98,fuzzy_name_district
2929,Atharv Sibal,,20840,0.83,fuzzy_name_district
2930,Joshua Gulati,,20843,0.86,fuzzy_name_district
2931,Simon Johal,,20847,0.92,fuzzy_name_district
2932,Parth Kala,,20849,0.82,fuzzy_name_district
2933,Elijah Bath,,"20852,23331",0.9,fuzzy_name_district
2934,Gautam Mitra,,20856,0.93,fuzzy_name_district
2935,Maanas Muni,,20857,0.86,fuzzy_name_district
2936,Aadi Narain,,20868,0.98,fuzzy_name_district
2937,Tanish Dani,,20876,0.87,fuzzy_name_district
2938,Shivansh Nair,,20880,0.82,fuzzy_name_district
2939,Fitan Dave,,20889,0.99,fuzzy_name_district
2940,Victor Pall,,20893,0.93,fuzzy_name_district
2941,Xavier Sha,,20906,0.96,fuzzy_name_district
2942,Reyansh Karan,,20909,0.84,fuzzy_name_district
2943,Kabir Dass,,"20915,23827",0.86,fuzzy_name_district
2944,Darpan Dalal,,20937,0.86,fuzzy_name_district
2945,Zashil Randhawa,,20938,0.84,fuzzy_name_district
2946,Anmol Barad,,20940,0.83,fuzzy_name_district
2947,Vincent Kashyap,,20941,0.83,fuzzy_name_district
2948,Tristan Shah,,20946,0.89,fuzzy_name_district
2949,Chaitanya Ganesh,,"20947,22129",0.83,fuzzy_name_district
2950,Niharika Bawa,,20965,0.88,fuzzy_name_district
2951,Daksh Loyal,,20975,0.83,fuzzy_name_district
2952,Qadim Rattan,,20981,0.89,fuzzy_name_district
2953,Siddharth Swamy,,20982,0.92,fuzzy_name_district
2954,Ansh Koshy,,20984,0.97,fuzzy_name_district
2955,Pranit Handa,,20985,0.89,fuzzy_name_district
2956,Chatura Aggarwal,,20997,0.82,fuzzy_name_district
2957,Pranit Sant,,20998,0.97,fuzzy_name_district
2958,Thomas Parsa,,21000,0.89,fuzzy_name_district
2959,Frederick Mane,,21001,0.93,fuzzy_name_district
2960,Chandresh Prasad,,21005,0.95,fuzzy_name_district
2961,Caleb Ahuja,,21006,0.92,fuzzy_name_district
2962,Rayaan Oak,,21025,0.93,fuzzy_name_district
2963,Tristan Warrior,,21029,0.93,fuzzy_name_district
2964,Faris Srivastava,,21035,0.82,fuzzy_name_district
2965,Praneel Mand,,21037,0.93,fuzzy_name_district
2966,Wakeeta Raj,,21048,0.83,fuzzy_name_district
2967,Bimala Khalsa,,21059,0.83,fuzzy_name_district
2968,Gautam Sekhon,,21069,0.82,fuzzy_name_district
2969,Alexander Hans,,21076,0.88,fuzzy_name_district
2970,Shaurya Palla,,21086,0.98,fuzzy_name_district
2971,Hitesh Sethi,,21093,0.84,fuzzy_name_district
2972,Owen Keer,,21098,0.96,fuzzy_name_district
2973,Zashil Tak,,"21106,22527",0.99,fuzzy_name_district
2974,Ganga Shanker,,21107,0.85,fuzzy_name_district
2975,Charan Mand,,21113,0.94,fuzzy_name_district
2976,Yuvraj Ravel,,21115,0.92,fuzzy_name_district
2977,Wahab Sahni,,21132,0.92,fuzzy_name_district
2978,Ayushman Baral,,21134,0.96,fuzzy_name_district
2979,Pratyush Raval,,21138,0.82,fuzzy_name_district
2980,Logan D’Alia,,21146,0.84,fuzzy_name_district
2981,Indrajit Bath,,21161,0.99,fuzzy_name_district
2982,Amol Gola,,21180,0.96,fuzzy_name_district
2983,Oscar Sha,,21181,0.93,fuzzy_name_district
2984,Reyansh Bora,,21189,0.91,fuzzy_name_district
2985,Sanya Singhal,,21211,0.9,fuzzy_name_district
2986,Daksha Morar,,21215,0.86,fuzzy_name_district
2987,Tanveer Subramaniam,,21220,0.95,fuzzy_name_district
2988,Alexander Gill,,21224,0.97,fuzzy_name_district
2989,Daniel Rajagopal,,21228,0.94,fuzzy_name_district
2990,Rachit Gandhi,,"21230,23610",0.93,fuzzy_name_district
2991,Anirudh Solanki,,21241,0.83,fuzzy_name_district
2992,Max Ahuja,,21244,0.88,fuzzy_name_district
2993,Liam Suresh,,21250,0.97,fuzzy_name_district
2994,Dev Sharma,,21259,0.98,fuzzy_name_district
2995,Andrew Joshi,,21264,0.93,fuzzy_name_district
2996,Akshay Sarna,,21272,0.97,fuzzy_name_district
2997,Aryan Wable,,"21273,21965",0.96,fuzzy_name_district
2998,Harsh Ravi,,21277,0.98,fuzzy_name_district
2999,Isaac Tiwari,,21278,0.89,fuzzy_name_district
3000,Aishani Chaudry,,21285,0.98,fuzzy_name_district
3001,Upkaar Murty,,21312,0.85,fuzzy_name_district
3002,Darpan Gade,,21317,0.87,fuzzy_name_district
3003,Jagdish Dada,,21327,0.98,fuzzy_name_district
3004,Owen Oza,,21329,0.95,fuzzy_name_district
3005,Odika Tak,,21340,0.88,fuzzy_name_district
3006,Ekaraj Bath,,21343,0.95,fuzzy_name_district
3007,Nidra Tara,,21349,0.89,fuzzy_name_district
3008,Chandran Kapoor,,21350,0.99,fuzzy_name_district
3009,Zayyan Ben,,21357,0.83,fuzzy_name_district
3010,Jeremiah Basu,,21378,0.99,fuzzy_name_district
3011,Manbir Rama,,21380,0.95,fuzzy_name_district
3012,Shaurya Grewal,,21393,0.98,fuzzy_name_district
3013,Faras Ganguly,,21395,0.89,fuzzy_name_district
3014,Kritika Singhal,,21398,0.91,fuzzy_name_district
3015,Jagat Sathe,,21401,0.84,fuzzy_name_district
3016,Yachana Batra,,"21403,24661",0.85,fuzzy_name_district
3017,Arin Pandey,,21415,0.86,fuzzy_name_district
3018,Zilmil Suri,,21419,0.83,fuzzy_name_district
3019,Yatan Bhatia,,21423,0.9,fuzzy_name_district
3020,Champak Dugar,,21433,0.96,fuzzy_name_district
3021,Pratyush Garg,,21442,0.97,fuzzy_name_district
3022,Chandran Solanki,,21451,0.86,fuzzy_name_district
3023,Jatin Solanki,,21455,0.83,fuzzy_name_district
3024,Anusha Kalita,,21484,0.85,fuzzy_name_district
3025,Qasim Kala,,21489,0.93,fuzzy_name_district
3026,Ekavir Sundaram,,21515,0.83,fuzzy_name_district
