CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
7999,100040010202400177,202400177,2024-10-11,104,10,1,2,1,4,4,8,2024-10-10T04:40:26.706225,2024-10-11T14:40:26.706225,2024-10-11T14:40:26.706225,15.859381,74.56581,"Zarna Rama reported an incident of Kidnapping that occurred near Sani, Belagavi. Details recorded and investigation taken up."
8000,100010001202400054,202400054,2024-11-12,6,1,1,2,4,23,1,2,2024-11-10T00:40:26.706758,2024-11-12T14:40:26.706758,2024-11-12T14:40:26.706758,12.90288,77.652301,"Nitara Lad reported an incident of OTP Fraud that occurred near Chowdhury, Bengaluru Urban. Details recorded and investigation taken up."
8001,100040011202500407,202500407,2026-05-24,115,11,1,2,2,11,6,7,2026-05-22T15:40:26.707523,2026-05-24T14:40:26.707523,2026-05-24T14:40:26.707523,15.851667,74.498539,"Madhav Varma reported that a two-wheeler parked near Shere Circle, Belagavi was found missing. No witnesses present at the time of the incident."
8002,100240074202600013,202600013,2026-03-05,867,74,1,1,1,2,1,48,2026-03-02T21:40:26.708214,2026-03-05T14:40:26.708214,2026-03-05T14:40:26.708214,16.157839,75.678923,"Parth Kota reported an incident of Attempt to Murder that occurred near Chowdhury Circle, Bagalkote. Details recorded and investigation taken up."
8003,100220063202600013,202600013,2026-01-04,731,63,1,2,3,17,1,44,2026-01-03T23:40:26.708516,2026-01-04T14:40:26.708516,2026-01-04T14:40:26.708516,15.451167,75.584735,"Zansi Pant reported an incident of Sexual Harassment that occurred near Mistry Circle, Gadag. Details recorded and investigation taken up."
8004,100040009202500344,202500344,2025-09-02,93,9,1,2,3,16,7,8,2025-09-01T09:40:26.709308,2025-09-02T14:40:26.709308,2025-09-02T14:40:26.709308,15.907339,74.556945,"Samar Nagi reported repeated physical and mental harassment by family members at the residence in Sathe Street, Belagavi."
8005,100040010202600196,202600196,2026-04-25,102,10,1,2,5,25,2,8,2026-04-23T05:40:26.709656,2026-04-25T14:40:26.709656,2026-04-25T14:40:26.709656,15.832391,74.525473,"Balhaar Konda reported an incident of Trafficking that occurred near Date Nagar, Belagavi. Details recorded and investigation taken up."
8006,100090026202400005,202400005,2024-09-10,287,26,1,2,6,29,6,18,2024-09-08T09:40:26.710512,2024-09-10T14:40:26.710512,2024-09-10T14:40:26.710512,12.859948,74.854632,"Imaran Sengupta reported an incident of Public Nuisance that occurred near Mody Road, Dakshina Kannada. Details recorded and investigation taken up."
8007,100040009202500345,202500345,2026-04-15,98,9,1,2,2,11,4,8,2026-04-14T23:40:26.711344,2026-04-15T14:40:26.711344,2026-04-15T14:40:26.711344,15.875527,74.430534,"Gaurav Vora reported that a two-wheeler parked near Bhasin Circle, Belagavi was found missing. No witnesses present at the time of the incident."
8008,100120032202500035,202500035,2025-03-05,363,32,1,2,1,5,1,23,2025-03-03T04:40:26.712328,2025-03-05T14:40:26.712328,2025-03-05T14:40:26.712328,12.975587,76.058272,"Anjali Bakshi reported an incident of Assault that occurred near Bawa Marg, Hassan. Details recorded and investigation taken up."
8009,100040009202500346,202500346,2025-03-04,101,9,1,2,5,25,1,7,2025-03-02T13:40:26.712780,2025-03-04T14:40:26.712780,2025-03-04T14:40:26.712780,15.786379,74.501024,"Gaurang Som reported an incident of Trafficking that occurred near Dada Street, Belagavi. Details recorded and investigation taken up."
8010,400040010202600010,202600010,2026-05-03,108,10,4,2,2,12,1,8,2026-05-02T19:40:26.713088,2026-05-03T14:40:26.713088,2026-05-03T14:40:26.713088,15.792192,74.472759,"Lohit Oza reported an incident of Criminal Breach of Trust that occurred near Sant Marg, Belagavi. Details recorded and investigation taken up."
8011,100020003202400018,202400018,2024-10-16,36,3,1,2,6,27,1,4,2024-10-13T20:40:26.713813,2024-10-16T14:40:26.713813,2024-10-16T14:40:26.713813,13.214539,77.646875,"Vasatika Sachar reported an incident of Rioting that occurred near Yogi Chowk, Bengaluru Rural. Details recorded and investigation taken up."
8012,400100028202500004,202500004,2025-08-19,313,28,4,2,6,27,1,20,2025-08-16T15:40:26.714324,2025-08-19T14:40:26.714324,2025-08-19T14:40:26.714324,17.382053,76.859475,"Reva Solanki reported an incident of Rioting that occurred near Tiwari Marg, Kalaburagi. Details recorded and investigation taken up."
8013,100050012202500023,202500023,2025-01-03,128,12,1,2,1,4,3,9,2025-01-02T08:40:26.714661,2025-01-03T14:40:26.714661,2025-01-03T14:40:26.714661,15.203467,76.87423,"Sneha Khurana reported an incident of Kidnapping that occurred near Korpal Marg, Ballari. Details recorded and investigation taken up."
8014,100040011202400158,202400158,2026-03-07,112,11,1,2,2,11,2,7,2026-03-07T07:40:26.714965,2026-03-07T14:40:26.714965,2026-03-07T14:40:26.714965,15.889619,74.466104,"Arjun Borah reported that a two-wheeler parked near Menon Road, Belagavi was found missing. No witnesses present at the time of the incident."
8015,100040011202500408,202500408,2025-08-27,114,11,1,2,6,28,2,8,2025-08-25T15:40:26.715917,2025-08-27T14:40:26.715917,2025-08-27T14:40:26.715917,15.910183,74.542917,"Darika Chaudhary reported an incident of Unlawful Assembly that occurred near Talwar Circle, Belagavi. Details recorded and investigation taken up."
8016,100240073202400011,202400011,2024-09-04,848,73,1,2,3,17,4,47,2024-09-04T08:40:26.716219,2024-09-04T14:40:26.716219,2024-09-04T14:40:26.716219,16.181594,75.725591,"Jalsa Ganesh reported an incident of Sexual Harassment that occurred near Rajan Circle, Bagalkote. Details recorded and investigation taken up."
8017,100010001202500099,202500099,2025-03-10,13,1,1,2,5,24,1,2,2025-03-09T22:40:26.716405,2025-03-10T14:40:26.716405,2025-03-10T14:40:26.716405,13.017512,77.622297,"Dhruv Patla reported an incident of Possession that occurred near Sheth Zila, Bengaluru Urban. Details recorded and investigation taken up."
8018,100120032202400014,202400014,2024-11-11,364,32,1,2,2,10,1,24,2024-11-09T00:40:26.716921,2024-11-11T14:40:26.716921,2024-11-11T14:40:26.716921,12.945605,76.119973,"Darpan Sekhon reported an incident of Burglary that occurred near Kota Zila, Hassan. Details recorded and investigation taken up."
8019,800100027202500002,202500002,2025-01-03,297,27,3,2,6,27,2,20,2025-01-02T16:40:26.717620,2025-01-03T14:40:26.717620,2025-01-03T14:40:26.717620,17.380143,76.881462,"Jacob Deo reported an incident of Rioting that occurred near Deshpande Nagar, Kalaburagi. Details recorded and investigation taken up."
8020,100040011202500409,202500409,2025-12-19,116,11,1,2,6,28,4,8,2025-12-18T09:40:26.718280,2025-12-19T14:40:26.718280,2025-12-19T14:40:26.718280,15.820383,74.47447,"Samuel Solanki reported an incident of Unlawful Assembly that occurred near Dhar Road, Belagavi. Details recorded and investigation taken up."
8021,100040011202600184,202600184,2026-03-26,120,11,1,2,2,11,2,7,2026-03-24T11:40:26.718844,2026-03-26T14:40:26.718844,2026-03-26T14:40:26.718844,15.795536,74.562648,"Patrick Thaman reported that a two-wheeler parked near Kata Marg, Belagavi was found missing. No witnesses present at the time of the incident."
8022,100120032202600026,202600026,2026-07-01,366,32,1,2,3,17,1,23,2026-06-28T23:40:26.719487,2026-07-01T14:40:26.719487,2026-07-01T14:40:26.719487,13.000276,76.064708,"Onkar Raghavan reported an incident of Sexual Harassment that occurred near Vasa Street, Hassan. Details recorded and investigation taken up."
8023,100030006202500053,202500053,2025-11-06,68,6,1,2,6,28,1,6,2025-11-04T14:40:26.719940,2025-11-06T14:40:26.719940,2025-11-06T14:40:26.719940,12.354785,76.661642,"Kashvi Pandit reported an incident of Unlawful Assembly that occurred near Raval Ganj, Mysuru. Details recorded and investigation taken up."
8024,100040010202500341,202500341,2026-05-06,103,10,1,2,2,11,3,7,2026-05-04T18:40:26.720688,2026-05-06T14:40:26.720688,2026-05-06T14:40:26.720688,15.829448,74.518348,"Balvan Bala reported that a two-wheeler parked near Nair Street, Belagavi was found missing. No witnesses present at the time of the incident."
8025,800040011202500023,202500023,2026-01-19,117,11,3,2,2,11,1,8,2026-01-16T16:40:26.721403,2026-01-19T14:40:26.721403,2026-01-19T14:40:26.721403,15.879248,74.446481,"Ridhi Gara reported that a two-wheeler parked near Mukhopadhyay Street, Belagavi was found missing. No witnesses present at the time of the incident."
8026,100040011202600185,202600185,2026-02-28,117,11,1,2,2,11,7,8,2026-02-26T05:40:26.721693,2026-02-28T14:40:26.721693,2026-02-28T14:40:26.721693,15.797824,74.523619,"Charvi Balakrishnan reported that a two-wheeler parked near Bhat Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
8027,100010002202600050,202600050,2026-01-04,19,2,1,2,6,29,1,2,2026-01-02T11:40:26.722149,2026-01-04T14:40:26.722149,2026-01-04T14:40:26.722149,13.022091,77.585274,"Idika Basu reported an incident of Public Nuisance that occurred near Dua Chowk, Bengaluru Urban. Details recorded and investigation taken up."
8028,100040011202600186,202600186,2026-04-13,118,11,1,2,3,14,1,7,2026-04-10T17:40:26.723063,2026-04-13T14:40:26.723063,2026-04-13T14:40:26.723063,15.8847,74.518691,Victor Andra alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
8029,100040011202600187,202600187,2026-05-04,115,11,1,2,1,3,1,8,2026-05-02T18:40:26.723806,2026-05-04T14:40:26.723806,2026-05-04T14:40:26.723806,15.803519,74.534777,"Jhalak Karnik reported an incident of Grievous Hurt that occurred near Bava Path, Belagavi. Details recorded and investigation taken up."
8030,100170048202600008,202600008,2026-06-18,545,48,1,2,5,24,1,34,2026-06-17T15:40:26.724676,2026-06-18T14:40:26.724676,2026-06-18T14:40:26.724676,17.912223,77.546571,"Megha Kapur reported an incident of Possession that occurred near Ravi Marg, Bidar. Details recorded and investigation taken up."
8031,100180049202500023,202500023,2025-04-10,561,49,1,2,4,19,3,36,2025-04-09T04:40:26.725566,2025-04-10T14:40:26.725566,2025-04-10T14:40:26.725566,13.166797,78.127007,Yasti Aggarwal reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
8032,300210061202500004,202500004,2025-04-03,706,61,2,2,4,22,6,41,2025-04-03T05:40:26.726591,2025-04-03T14:40:26.726591,2025-04-03T14:40:26.726591,14.799922,75.42294,"Dominic Kala reported an incident of Social Media Impersonation that occurred near Bandi Path, Haveri. Details recorded and investigation taken up."
8033,100040009202500347,202500347,2026-04-05,97,9,1,2,2,11,5,7,2026-04-03T06:40:26.726900,2026-04-05T14:40:26.726900,2026-04-05T14:40:26.726900,15.920431,74.494507,"Vasatika Balay reported that a two-wheeler parked near Bahri Ganj, Belagavi was found missing. No witnesses present at the time of the incident."
8034,300150040202500003,202500003,2025-06-17,463,40,2,2,6,29,3,30,2025-06-15T23:40:26.728044,2025-06-17T14:40:26.728044,2025-06-17T14:40:26.728044,13.283722,74.758836,"Jagrati Rao reported an incident of Public Nuisance that occurred near Mitter Road, Udupi. Details recorded and investigation taken up."
8035,100040009202600197,202600197,2026-04-19,98,9,1,2,6,28,6,7,2026-04-17T21:40:26.728336,2026-04-19T14:40:26.728336,2026-04-19T14:40:26.728336,15.889555,74.449555,"Isaac Bhat reported an incident of Unlawful Assembly that occurred near Palan Zila, Belagavi. Details recorded and investigation taken up."
8036,100040011202400159,202400159,2024-09-18,112,11,1,2,4,21,4,8,2024-09-17T09:40:26.729071,2024-09-18T14:40:26.729071,2024-09-18T14:40:26.729071,15.874518,74.523461,"Suhani Pillai reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
8037,100260079202500015,202500015,2025-03-15,926,79,1,2,5,25,4,51,2025-03-13T07:40:26.729361,2025-03-15T14:40:26.729361,2025-03-15T14:40:26.729361,11.957781,76.932931,"Harrison Gera reported an incident of Trafficking that occurred near Sawhney, Chamarajanagara. Details recorded and investigation taken up."
8038,100030007202500061,202500061,2025-08-12,76,7,1,2,3,18,1,5,2025-08-09T15:40:26.729690,2025-08-12T14:40:26.729690,2025-08-12T14:40:26.729690,12.330635,76.618558,"Jalsa Kunda reported an incident of Cruelty by Husband/Relatives that occurred near Nanda Path, Mysuru. Details recorded and investigation taken up."
8039,100040009202400140,202400140,2026-02-25,97,9,1,2,2,11,1,8,2026-02-22T22:40:26.730380,2026-02-25T14:40:26.730380,2026-02-25T14:40:26.730380,15.81394,74.43056,"Jhalak Sibal reported that a two-wheeler parked near Brahmbhatt Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
8040,100140036202400020,202400020,2024-09-19,414,36,1,1,2,8,2,28,2024-09-19T05:40:26.731325,2024-09-19T14:40:26.731325,2024-09-19T14:40:26.731325,13.383587,75.741859,"Ladli Rama was waylaid near Viswanathan Ganj, Chikkamagaluru by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
8041,100040009202600198,202600198,2026-06-19,98,9,1,2,4,21,4,8,2026-06-19T03:40:26.732354,2026-06-19T14:40:26.732354,2026-06-19T14:40:26.732354,15.91157,74.539701,"Siddharth Chaudhuri reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
8042,400040011202500016,202500016,2025-06-13,116,11,4,2,4,22,4,8,2025-06-12T13:40:26.732703,2025-06-13T14:40:26.732703,2025-06-13T14:40:26.732703,15.918052,74.49294,"Daksha Din reported an incident of Social Media Impersonation that occurred near Shenoy Street, Belagavi. Details recorded and investigation taken up."
8043,100140038202500025,202500025,2025-01-09,439,38,1,2,3,14,7,27,2025-01-07T21:40:26.733109,2025-01-09T14:40:26.733109,2025-01-09T14:40:26.733109,13.32756,75.718723,Nicholas Bajaj alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
8044,100300092202500025,202500025,2025-03-03,1066,92,1,2,5,26,3,59,2025-03-02T07:40:26.734126,2025-03-03T14:40:26.734126,2025-03-03T14:40:26.734126,15.240385,76.435773,"Jonathan Baral reported an incident of Cultivation that occurred near D’Alia Road, Vijayanagara. Details recorded and investigation taken up."
8045,100070019202400016,202400016,2024-09-28,215,19,1,2,6,27,1,14,2024-09-27T05:40:26.735082,2024-09-28T14:40:26.735082,2024-09-28T14:40:26.735082,13.406301,77.073883,"Vasudha Sarraf reported an incident of Rioting that occurred near Prasad Street, Tumakuru. Details recorded and investigation taken up."
8046,800260081202500003,202500003,2025-11-23,946,81,3,2,5,24,1,51,2025-11-22T15:40:26.736084,2025-11-23T14:40:26.736084,2025-11-23T14:40:26.736084,11.869251,76.883175,"Harita Chaudhari reported an incident of Possession that occurred near Devan Nagar, Chamarajanagara. Details recorded and investigation taken up."
8047,100150040202600016,202600016,2026-05-09,466,40,1,2,3,15,2,30,2026-05-07T12:40:26.737042,2026-05-09T14:40:26.737042,2026-05-09T14:40:26.737042,13.350467,74.73978,"Krishna Raja reported an incident of Molestation that occurred near Date Marg, Udupi. Details recorded and investigation taken up."
8048,100190053202500013,202500013,2025-07-17,616,53,1,2,4,22,4,38,2025-07-16T19:40:26.737774,2025-07-17T14:40:26.737774,2025-07-17T14:40:26.737774,14.191521,76.42826,"Azaan Bora reported an incident of Social Media Impersonation that occurred near Goel Chowk, Chitradurga. Details recorded and investigation taken up."
8049,100020003202600019,202600019,2026-04-16,30,3,1,2,1,6,1,4,2026-04-16T00:40:26.738475,2026-04-16T14:40:26.738475,2026-04-16T14:40:26.738475,13.30161,77.610046,"Indali Gill reported an incident of Culpable Homicide that occurred near Bahri Circle, Bengaluru Rural. Details recorded and investigation taken up."
8050,100190054202600009,202600009,2026-06-02,637,54,1,2,1,6,2,38,2026-06-01T22:40:26.739373,2026-06-02T14:40:26.739373,2026-06-02T14:40:26.739373,14.277426,76.38085,"Zarna Kara reported an incident of Culpable Homicide that occurred near Morar Chowk, Chitradurga. Details recorded and investigation taken up."
8051,100060016202500019,202500019,2025-12-30,177,16,1,2,2,7,1,11,2025-12-28T12:40:26.740433,2025-12-30T14:40:26.740433,2025-12-30T14:40:26.740433,16.813281,75.71037,"Kala Ratta reported that valuables including cash and jewellery were stolen from the premises at Gola Marg, Vijayapura while the house was unattended."
8052,400080020202600001,202600001,2026-03-03,226,20,4,2,5,25,2,15,2026-03-03T13:40:26.740871,2026-03-03T14:40:26.740871,2026-03-03T14:40:26.740871,13.902088,75.574786,"Yutika Atwal reported an incident of Trafficking that occurred near Chauhan Street, Shivamogga. Details recorded and investigation taken up."
8053,100040009202400141,202400141,2024-08-14,97,9,1,1,1,2,1,7,2024-08-13T18:40:26.741082,2024-08-14T14:40:26.741082,2024-08-14T14:40:26.741082,15.898314,74.548631,"Vincent Bhat reported an incident of Attempt to Murder that occurred near Mutti Road, Belagavi. Details recorded and investigation taken up."
8054,100010001202500100,202500100,2025-06-22,1,1,1,2,4,19,1,2,2025-06-20T18:40:26.741355,2025-06-22T14:40:26.741355,2025-06-22T14:40:26.741355,12.942321,77.642803,Aditya Garde reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
8055,100140038202500026,202500026,2025-10-16,440,38,1,2,4,23,5,27,2025-10-14T13:40:26.741673,2025-10-16T14:40:26.741673,2025-10-16T14:40:26.741673,13.286329,75.726184,"Dhruv Reddy reported an incident of OTP Fraud that occurred near Rana Chowk, Chikkamagaluru. Details recorded and investigation taken up."
8056,100010001202500101,202500101,2025-12-21,8,1,1,2,4,22,1,2,2025-12-19T17:40:26.742459,2025-12-21T14:40:26.742459,2025-12-21T14:40:26.742459,13.02303,77.654949,"Omisha Sarna reported an incident of Social Media Impersonation that occurred near Balakrishnan Road, Bengaluru Urban. Details recorded and investigation taken up."
8057,100130035202500031,202500031,2025-09-07,390,35,1,2,3,14,1,25,2025-09-07T06:40:26.743340,2025-09-07T14:40:26.743340,2025-09-07T14:40:26.743340,12.593671,76.962913,Kevin Kota alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
8058,100040011202400160,202400160,2024-07-22,116,11,1,2,4,21,4,8,2024-07-20T18:40:26.744806,2024-07-22T14:40:26.744806,2024-07-22T14:40:26.744806,15.856729,74.539812,"Mitali Goyal reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
8059,100280088202400008,202400008,2024-07-21,1023,88,1,2,3,18,1,56,2024-07-21T08:40:26.745491,2024-07-21T14:40:26.745491,2024-07-21T14:40:26.745491,12.72133,77.300193,"William Ganesan reported an incident of Cruelty by Husband/Relatives that occurred near Narayanan Nagar, Ramanagara. Details recorded and investigation taken up."
8060,100180051202500022,202500022,2025-02-16,589,51,1,2,2,11,3,35,2025-02-16T07:40:26.745837,2025-02-16T14:40:26.745837,2025-02-16T14:40:26.745837,13.075637,78.12116,"Rachana Lad reported that a two-wheeler parked near Sathe Circle, Kolar was found missing. No witnesses present at the time of the incident."
8061,100290089202500036,202500036,2025-07-08,1029,89,1,2,2,13,1,58,2025-07-05T22:40:26.746113,2025-07-08T14:40:26.746113,2025-07-08T14:40:26.746113,16.706477,77.204695,"Gopal Kapoor reported an incident of Cheating that occurred near Mishra Circle, Yadgir. Details recorded and investigation taken up."
8062,100200057202400012,202400012,2024-11-07,660,57,1,2,4,22,4,40,2024-11-05T21:40:26.746278,2024-11-07T14:40:26.746278,2024-11-07T14:40:26.746278,14.488565,75.966296,"Amara Dua reported an incident of Social Media Impersonation that occurred near Vyas Circle, Davanagere. Details recorded and investigation taken up."
8063,100040010202500342,202500342,2025-08-06,105,10,1,2,2,12,1,8,2025-08-03T18:40:26.746953,2025-08-06T14:40:26.746953,2025-08-06T14:40:26.746953,15.847199,74.44689,"Devansh Raghavan reported an incident of Criminal Breach of Trust that occurred near Mann Zila, Belagavi. Details recorded and investigation taken up."
8064,100010001202500102,202500102,2025-09-16,8,1,1,2,1,3,1,2,2025-09-15T16:40:26.747313,2025-09-16T14:40:26.747313,2025-09-16T14:40:26.747313,13.032933,77.649621,"Nathan Merchant reported an incident of Grievous Hurt that occurred near Panchal Chowk, Bengaluru Urban. Details recorded and investigation taken up."
8065,100010002202600051,202600051,2026-04-15,15,2,1,2,4,21,5,1,2026-04-14T05:40:26.747927,2026-04-15T14:40:26.747927,2026-04-15T14:40:26.747927,12.901665,77.610332,"Devika Jha reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
8066,100010002202500091,202500091,2025-12-29,19,2,1,2,3,15,1,2,2025-12-28T16:40:26.748578,2025-12-29T14:40:26.748578,2025-12-29T14:40:26.748578,12.939792,77.551332,"Tanay Singhal reported an incident of Molestation that occurred near Sunder Zila, Bengaluru Urban. Details recorded and investigation taken up."
8067,100220065202500022,202500022,2025-11-23,754,65,1,2,3,16,1,44,2025-11-22T05:40:26.749277,2025-11-23T14:40:26.749277,2025-11-23T14:40:26.749277,15.383748,75.583845,"Tanmayi Lad reported repeated physical and mental harassment by family members at the residence in Sagar Chowk, Gadag."
8068,400300091202500004,202500004,2025-12-27,1055,91,4,2,5,25,3,60,2025-12-25T21:40:26.750312,2025-12-27T14:40:26.750312,2025-12-27T14:40:26.750312,15.286497,76.513642,"Ridhi Viswanathan reported an incident of Trafficking that occurred near Prakash Street, Vijayanagara. Details recorded and investigation taken up."
8069,100270082202400014,202400014,2024-09-03,955,82,1,2,2,7,5,54,2024-09-01T00:40:26.750658,2024-09-03T14:40:26.750658,2024-09-03T14:40:26.750658,12.368616,75.80807,"Vincent Sethi reported that valuables including cash and jewellery were stolen from the premises at Pillai Street, Kodagu while the house was unattended."
8070,100160042202500028,202500028,2025-06-12,484,42,1,2,4,19,1,32,2025-06-10T19:40:26.750949,2025-06-12T14:40:26.750949,2025-06-12T14:40:26.750949,16.24962,77.368468,Maanas Raman reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
8071,100070019202500035,202500035,2025-09-11,214,19,1,2,5,24,4,14,2025-09-10T04:40:26.751249,2025-09-11T14:40:26.751249,2025-09-11T14:40:26.751249,13.358416,77.125216,"Vritti Venkataraman reported an incident of Possession that occurred near Bains Zila, Tumakuru. Details recorded and investigation taken up."
8072,100040011202500410,202500410,2025-12-04,113,11,1,2,6,28,5,8,2025-12-03T07:40:26.751800,2025-12-04T14:40:26.751800,2025-12-04T14:40:26.751800,15.889777,74.564348,"Chandran Dada reported an incident of Unlawful Assembly that occurred near Srinivasan, Belagavi. Details recorded and investigation taken up."
8073,100030006202600028,202600028,2026-05-13,68,6,1,2,1,6,2,5,2026-05-12T18:40:26.752757,2026-05-13T14:40:26.752757,2026-05-13T14:40:26.752757,12.311587,76.690898,"Vasatika Luthra reported an incident of Culpable Homicide that occurred near Lal Circle, Mysuru. Details recorded and investigation taken up."
8074,100040010202500343,202500343,2026-01-13,107,10,1,2,2,11,2,7,2026-01-13T03:40:26.753283,2026-01-13T14:40:26.753283,2026-01-13T14:40:26.753283,15.901343,74.497579,"Logan Deshmukh reported that a two-wheeler parked near Samra Ganj, Belagavi was found missing. No witnesses present at the time of the incident."
8075,100060016202500020,202500020,2025-05-15,180,16,1,2,2,12,3,12,2025-05-15T04:40:26.753672,2025-05-15T14:40:26.753672,2025-05-15T14:40:26.753672,16.871344,75.700348,"Ishwar Prabhu reported an incident of Criminal Breach of Trust that occurred near Sama Ganj, Vijayapura. Details recorded and investigation taken up."
8076,100300092202600016,202600016,2026-01-05,1066,92,1,2,3,17,2,60,2026-01-04T04:40:26.754499,2026-01-05T14:40:26.754499,2026-01-05T14:40:26.754499,15.244933,76.416333,"Darpan Mallick reported an incident of Sexual Harassment that occurred near Kanda Road, Vijayanagara. Details recorded and investigation taken up."
8077,100040009202400142,202400142,2024-10-27,100,9,1,1,1,1,2,7,2024-10-26T08:40:26.755089,2024-10-27T14:40:26.755089,2024-10-27T14:40:26.755089,15.811182,74.488981,"On the reported date, Yutika Luthra informed the police station that the victim was found dead with injuries near Singh Street, Belagavi. Investigation initiated to determine cause and identify assailants."
8078,100040010202500344,202500344,2025-04-18,104,10,1,2,3,16,1,7,2025-04-16T17:40:26.756102,2025-04-18T14:40:26.756102,2025-04-18T14:40:26.756102,15.879621,74.509693,"Pooja Raja reported repeated physical and mental harassment by family members at the residence in Jhaveri Street, Belagavi."
8079,100250076202400014,202400014,2024-12-17,888,76,1,1,2,9,1,49,2024-12-15T23:40:26.756497,2024-12-17T14:40:26.756497,2024-12-17T14:40:26.756497,13.382044,77.797351,"Wridesh Subramaniam reported an incident of Dacoity that occurred near Kala Marg, Chikkaballapura. Details recorded and investigation taken up."
8080,100040009202500348,202500348,2025-07-25,95,9,1,2,3,17,1,8,2025-07-23T20:40:26.756846,2025-07-25T14:40:26.756846,2025-07-25T14:40:26.756846,15.866162,74.445013,"Sanaya Bora reported an incident of Sexual Harassment that occurred near Gala Chowk, Belagavi. Details recorded and investigation taken up."
8081,100120031202500032,202500032,2025-06-16,349,31,1,2,4,20,1,24,2025-06-15T05:40:26.757137,2025-06-16T14:40:26.757137,2025-06-16T14:40:26.757137,13.042441,76.162146,"Anusha Parikh reported an incident of Identity Theft that occurred near Goswami Ganj, Hassan. Details recorded and investigation taken up."
8082,100170045202500015,202500015,2025-11-14,519,45,1,2,3,17,1,33,2025-11-12T18:40:26.757703,2025-11-14T14:40:26.757703,2025-11-14T14:40:26.757703,17.881644,77.465931,"Lajita Singh reported an incident of Sexual Harassment that occurred near Mukherjee Circle, Bidar. Details recorded and investigation taken up."
8083,100070018202500046,202500046,2025-04-24,193,18,1,2,4,22,5,14,2025-04-22T23:40:26.758001,2025-04-24T14:40:26.758001,2025-04-24T14:40:26.758001,13.400584,77.073016,"Girik Karan reported an incident of Social Media Impersonation that occurred near Parmar Ganj, Tumakuru. Details recorded and investigation taken up."
8084,100250077202500012,202500012,2025-01-04,896,77,1,2,4,20,3,49,2025-01-02T01:40:26.758926,2025-01-04T14:40:26.758926,2025-01-04T14:40:26.758926,13.499579,77.73338,"Omkaar Jain reported an incident of Identity Theft that occurred near Krish Road, Chikkaballapura. Details recorded and investigation taken up."
8085,100200060202500017,202500017,2025-02-09,703,60,1,2,3,15,4,40,2025-02-09T02:40:26.759913,2025-02-09T14:40:26.759913,2025-02-09T14:40:26.759913,14.515191,75.983339,"Unni Bhatti reported an incident of Molestation that occurred near Tank Marg, Davanagere. Details recorded and investigation taken up."
8086,100020004202400020,202400020,2024-08-05,45,4,1,2,6,27,1,4,2024-08-03T10:40:26.760023,2024-08-05T14:40:26.760023,2024-08-05T14:40:26.760023,13.216985,77.651869,"Eta Parsa reported an incident of Rioting that occurred near Pillay Nagar, Bengaluru Rural. Details recorded and investigation taken up."
8087,300040009202500024,202500024,2026-06-08,101,9,2,2,2,11,1,7,2026-06-06T20:40:26.760969,2026-06-08T14:40:26.760969,2026-06-08T14:40:26.760969,15.843454,74.43361,"Yamini Prashad reported that a two-wheeler parked near Bandi Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
8088,100030008202500058,202500058,2025-09-21,86,8,1,2,3,17,1,5,2025-09-20T12:40:26.761874,2025-09-21T14:40:26.761874,2025-09-21T14:40:26.761874,12.231682,76.674792,"Neha Seshadri reported an incident of Sexual Harassment that occurred near Vala Circle, Mysuru. Details recorded and investigation taken up."
8089,100220064202600009,202600009,2026-02-27,747,64,1,2,6,27,1,44,2026-02-25T04:40:26.762449,2026-02-27T14:40:26.762449,2026-02-27T14:40:26.762449,15.417357,75.663875,"Pahal Sem reported an incident of Rioting that occurred near Chacko Circle, Gadag. Details recorded and investigation taken up."
8090,100040010202500345,202500345,2025-01-09,108,10,1,2,2,10,5,7,2025-01-09T06:40:26.762867,2025-01-09T14:40:26.762867,2025-01-09T14:40:26.762867,15.905662,74.563835,"Tripti Pandya reported an incident of Burglary that occurred near Halder Zila, Belagavi. Details recorded and investigation taken up."
8091,100160041202400007,202400007,2024-12-21,479,41,1,2,5,26,4,32,2024-12-19T21:40:26.763351,2024-12-21T14:40:26.763351,2024-12-21T14:40:26.763351,16.191495,77.352624,"Nitesh D’Alia reported an incident of Cultivation that occurred near Zachariah, Raichur. Details recorded and investigation taken up."
